Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2017-06-13,Anomalisa,2015,https://boxd.it/hOZBb,4.5,,"<i>""Sometimes there's no lesson. That's a lesson in itself.""</i>

Strange and beautiful.  I often forgot I was watching a stop-motion movie because of how naturally everything worked into the story; the brilliant story which really feels perfect for stop-motion as opposed to live action or other forms of animation. At first glance, this is an intriguing and clearly deep drama that does everything that a good movie should do perfectly, drawing you in. After watching, however, if one takes a step back to truly analyze the inner mechanisms of this film, that's where the incredible artistry of the movie shines. And I think that is the characteristic that elevates this movie to the status of a modern masterpiece, a truly calculated piece of art with incredibly relevant commentary. This is perhaps the best stop-motion film ever created, and if not it most certainly deserves to be somewhere in the top animated films of all time. A must-see.","home, streaming",2017-06-12
2017-06-17,Krisha,2015,https://boxd.it/hTTSZ,4.5,,"<i>""I had to leave to be a better human.""</i>

<i>Krisha</i> is most definitely one of the best directorial debut films ever.  In Trey Edward Shults's first film, he uses the low budget and production to his advantage with a fairly conventional plot executed in a brilliant way.  The camerawork and score are amazing, creating an extremely tense and sinister atmosphere in what should otherwise be a friendly environment (which effectively allows us to feel what the titular character is feeling).  The pacing is slow but works so well for the film, in the same way as Shults's recent film <i>It Comes At Night.</i>  Perhaps the most amazing part of this movie is that the majority of its characters are played by relatives and friends of the director.  They replicate the feeling of a family reunion so well.  The first half of the movie was the most incredibly accurate representation of family dysfunction I have ever seen in film (at least based on my own personal experience) and the rest of the movie has the intensity of a full-on thriller, which is so impressive given the subject matter.

In short, this is an extremely impressive independent drama film with brilliant direction, writing, editing, camerawork, and acting.  The kind of movie that will make you feel like you're holding your breath the entire time.","other, streaming",2017-06-16
2017-06-18,Ex Machina,2014,https://boxd.it/hV8Dd,4.5,,"<i>""I'm interested to see what you'll choose.""</i>

<i>Ex Machina</i> is another masterpiece from the gods over at A24.  And, just like <i>Krisha</i>, this is a directorial debut.  What the absolute frick, man.

I love these confined, character-led dramas that A24 does a lot of.  In the case of <i>Ex Machina</i> it's the same, but the film also tackles large philosophical and moral gray areas/questions through the situation of the three major characters.  In fact, you could liken this approach to existential questions through sci-fi to that of <i>Prometheus</i>, except that <i>Ex Machina</i>'s overall execution is MUCH more refined, engaging, and coherent.  I think this particular aspect is what can elevate a science fiction film from a simply good movie to a masterpiece.  Science fiction is just the perfect way to answer these questions that we as humans are naturally inclined to ponder.

Breaking down this movie into the essential parts still shows the masterful craftsmanship across the board.  The acting is amazing.  I had previously only seen Oscar Isaac in <i>The Force Awakens</i>, so it's wonderful to see his amazing range and skill on display here.  I had seen Domhnall Gleeson in an episode of <i>Black Mirror</i> where, ironically, HE is the artificial intelligence.  Lastly, I had only seen Alicia Vikander in the most recent Bourne movie, <i>Jason Bourne</i>, where her 'meh' performance reflected the overall 'meh'-ness of the movie itself.  So, it's nice to see her perform amazingly in a great role.

The colors are great, visual effects are better than most movies (even with the low budget), and the editing is great, especially with the separation of the story into chapters ('sessions').  The story is brilliantly simple (like other A24 movies and many other masterpieces of film), moves at a perfect pace, and doesn't include anything extraneous or unnecessary.  The score creates such an intense atmosphere, similar to <i>Krisha</i>.  Scenes that are already inherently intense become so much more so with the hair raising techno bass that gets louder and louder.  Once again, a movie that will make you hold your breath in suspense when it's not delighting you with the intriguing premise and characters.","other, streaming",2017-06-17
2017-06-22,Drive,2011,https://boxd.it/i15rF,5,,"<i>""I drive.""</i>

So simple, and yet so profound.  I'd like for the majority of modern filmmakers to look upon the structure of this film and perhaps realize that complicated doesn't always mean better.  This movie tells so much with so little, with true acting skill being showcased by Gosling through mostly facial expressions and body language.  The viewer can easily know what his character is thinking just by observing his posture and face.  Not only is the acting from Gosling and the rest of the cast remarkable, but the camerawork and lighting is unbelievably masterful.  This movie has one of the best opening sequences I have ever seen in a movie, taking a commonly used scenario and showing it from a completely different perspective than what we are used to.  The opening credits are also just so beautiful, and the accompanying music really makes you realize that you're in for a really good movie.  The entire soundtrack of this movie is incredibly unique and awesome, by the way.

As Refn usually does, he implements extremely graphic violence into certain parts of the film which some say take away from the movie.  Myself and many others I have heard from don't agree with that, however.  I believe the contrary, that Refn has accomplished the somewhat rare feat of successfully incorporating graphic violence into a story so that its use is completely justified and sensible.

This film has a simple yet intriguing plot, wonderful character development, and great writing.  This is the embodiment of ""show, don't tell"", as is <i>Only God Forgives</i>.  This is most definitely a gem of modern film that will be cherished and studied by film students for many years to come.  One could discuss this movie for hours.","home, streaming",2017-06-21
2017-06-25,Scott Pilgrim vs. the World,2010,https://boxd.it/i4yxj,4.5,,"<i>CONTINUE?</i>

<i>Scott Pilgrim vs. the World</i> is an amazing accomplishment of film.  It saddens me to know that it was a box office flop, but I can also see how this is a very person-specific kind of movie.  One must either really love it or really hate it, with not much in between.  The first thing I want to say is that regardless of your opinion on the plot and characters of the film, you cannot deny the absolutely masterful editing and direction in this movie.  Originality oozes out of every scene as video game and comic culture is blended seamlessly into this otherwise generic world, and the quick, snappy editing is done so perfectly that it makes this one of the most consistently engaging movies I've ever watched.  It never slows down, and at the same time never feels like it's going to fast.  The over the top action sequences are surprisingly well-shot for what they are and just plain freaking awesome.  This movie is the physical manifestation of the modern-day adolescent boy's imagination.  Did I mention it's hilarious?  I can't think of a joke that didn't land because when I try, my mind just goes to all of the ones that hit and hit hard.  So well-written and acted by the cast. This movie goes from 0 to 100 so abruptly and, being truely drawn in, I didn't stop to question it.  I just marveled in the epic Kung fu like beatdown that brought out my inner child.

This movie is <i>Napoleon Dynamite</i> combined with any amazing kung-fu or superhero movie, but just way better.  Definitely a movie for the younger generation (30 or younger at least), because an older adult would most likely not understand and be annoyed by the constant arcade and video game gags running throughout the movie.  And, even being the insanity that this movie is, it <i>still</i> manages to pack a pretty strong message in there that isn't anything new but is done in just an awesome way.  Things that appear early on in the film pop up again in the final act to actually serve the ending in a way, which is both a great technique to use a film and pleasantly unexpected in this context.

This is seriously just the kind of movie that one could only describe using the words 'epic', 'awesome', and 'freakin cool'.  I found myself constantly saying or thinking to myself '...whoa' and hopefully, you will/did too.","home, streaming",2017-06-24
2017-06-29,Baby Driver,2017,https://boxd.it/i9xC3,4,,"<i>""Don't feed me any more lines from</i> Monsters, Inc.<i>!""</i><i>
</i>
<i>Baby Driver</i> is such an amazing experience.  Edgar Wright is too good for this world.  His editing shines once again, with a special emphasis on sound this time around.  He has crafted this entire world as a living, breathing soundtrack, and it's incredible.  Everything from gunfire to faint car honks go in sync with the score playing in Baby's (Ansel Elgort) earbuds.  Any time his ear buds are out, a faint ringing fades in and out of the scene, replicating his ""hum in the drum.""  The combination of Elgort's impressive acting (he's gonna get some good roles after this) and the sound editing make the viewer feel more in tune with the protagonist and his emotions than any other movie I've seen.  Seriously, this needs to at least get the nomination for Best Sound Editing, or some members of the Academy are going to... go missing.

The star studded cast is not just for the big names.  Every role is casted and acted wonderfully, I love it.  Kevin Spacey is once again freaking amazing.  He's not even trying anymore, because he doesn't need to.  He doesn't even need to pretend like he's trying, because he and the viewers know that he's got this.  Jamie Foxx and Jon Hamm are also great here.

As with all of Wright's work, this is funny.  I did notice that the humor felt more toned down and natural than the rest of his films, which isn't a bad thing at all.  Rather, it seems like a result of his taking on this action car genre, so he modified his style slightly to work better.  Wright's style still permeates from every scene of this movie, from the aforementioned editing to the gags that pop up throughout the movie, as Wright loves to do.  A specific scene with a TV was extremely reminiscent of a similar scene in <i>Shaun of the Dead</i>.

The opening sequence in this movie is great.  It's no <i>Drive,</i> but it accomplishes the feat of taking a conventional scene and putting a unique twist on it.  Wright's way of shooting the action was original and different, but at times felt a little shaky and cut a little too fast.  I think what keeps this from perfection is the overall style over substance mentality that the movie seems to have.  I absolutely love it and it works well, but at certain points it works at the expense of the writing, which is a little disappointing.  Overall it isn't a huge problem, it just felt slightly lacking in those areas.  This movie started off very strong and held onto it, but started to falter a little in the third act (despite some very exciting moments sprinkled here and there).

This is a very rewatchable movie.  I plan to see it two more times before it leaves theaters, because it is such an engaging, thrilling, unpredictable, and suspenseful action film.  Which is exactly what it was trying to be and should be.  Thank you for another glorious movie, Edgar, a beautiful escape from the sea of mindless action movies in theaters today.","theatre, cobb",2017-06-27
2017-07-07,Spider-Man: Homecoming,2017,https://boxd.it/ilPcB,3,,"<i>""Come on, Spider-Man... COME ON, Spider-Man!!""</i>

<i>Spider-Man: Homecoming</i> is a fun addition to the MCU.  I went in not expecting to be either blown away or disappointed, and that's pretty much what happened.  I had a lot of fun with this movie but it still suffered a lot of the classic Marvel flaws.  Tom Holland is a great Peter and Spider-Man, and this honestly is my favorite film version of the character.  The writing and Holland's acting have nearly perfectly captured the young and innocent nature that makes Spider-Man who he is.  Michael Keaton as the Vulture got better as the movie went on, and the villain has a surprising amount of depth.  Still not anything amazing or a Joker from <i>The Dark Knight</i>, but relative to the rest of Marvel's villains he is easily one of the best.

Peter's high-tech suit from Civil War makes for a lot of entertaining and exciting moments as he tries to discover its full capabilities.  The action is probably the most forgettable part of this movie.  It's not terrible, but there's nothing really memorable either.  Pretty run-of-the-mill action sequences that just feel pretty meh even while you're watching it.  What this movie really succeeds at is just capturing the entire character of Peter/Spider-Man.  I love how integral the high school subplots ended up being to the main villain plot.

Iron Man is in this a lot less than he trailers make it seem, and Robert Downey Jr. is just as fun to watch as Tony as he always is.  Happy Hogan pops up quite a few times but he has some funny moments.  Peter's friend Ned and Aunt May are pretty much only there for the jokes, and their jokes aren't really funny most of the time.  All of the funniest moments I can remember came from unimportant characters as a result of strange and hilarious circumstances.  One of the funniest sequences is also the most tense part of the movie and my favorite part, which kicks off the third act and has you on the edge of your seat for a good 10 minutes straight.

The CGI was pretty good across the board, which I'm glad for because the trailers had me worried.  There were a couple of bad moments of just poor green screen and stuff like that, but other than that it was pretty good and they utilized a good amount of practical effects.

As I said before the villain had a surprising  amount of depth.  It was easy to understand where he was coming from and sympathize with him, and his villainous motives actually made logical sense and he had reasons for it (not that he's justified).  They even used his character to make some pretty relevant commentary on the upper class's attitude toward the blue collar workforce, which is pretty interesting and not what I'd expect from a Marvel movie.

Overall this is a great addition to the MCU and a HUGE improvement over the <i>Amazing Spider-Man</i> duology.  I'd even go as far as to say this movie gets close to the quality of the first two Raimi films.  What this movie lacks in emotion it makes up for in it's absolutely stellar depiction of the main character.  And, for once, this feels like a self-contained movie about one hero instead of setting up the rest of he universe, which is very refreshing.  Tony may be waltzing in and out and dropping Avengers references but they don't feel like they're setting up anything, but instead just acknowledging we are in the same universe as those movies, which I really like.  Definitely go see this if you like Marvel or Spider-Man, and I will definitely give this a rewatch before it leaves theaters.  Now time to get hyped for <i>Thor: Ragnarok</i>.","theatre, cobb",2017-07-06
2017-07-24,The Room,2003,https://boxd.it/iLKsV,0.5,,"A collection of some of the most well-written and acted lines in cinematic history.

""I DID NOT HIT HER THAT IS BULLSHIT I DID NOT HIT HER I DID NOOOOT oh hi mark""

""YOU ARE TEARING ME APART LISA""

""WHY LISA WHY WHY WHY WHY""

""We'll see about that""
*30 seconds later* ""We'll see about that""

And let's not forget the 5 or so gratuitous 10 minute long sex scenes that did leaps and bounds to further the plot and the development of its characters.

Also where did these guys learn how to toss a football?

I cannot wait for <i>The Disaster Artist</i>.","other, streaming",2017-07-23
2017-07-28,Dunkirk,2017,https://boxd.it/iRUsN,4,Yes,"<i>""He's coming back round... HE'S COMING BACK ROUND!!""</i>

One of the most intense theater experiences I've ever had. Nolan has once again masterfully crafted an amazing film, this time centered on a particularly miraculous event in World War II.

The acting across the board here is nothing short of incredible. Everyone is convincing in their roles. Foolish people may argue that it doesn't take much to do what they did because of the little amount of dialogue, but the emotions expressed through their faces and actions in their performances did so much more than one could consciously notice. It just adds to the immersion. I absolutely love that very few characters are called by name in the movie, because in reality the main character of the film is the event of Dunkirk itself, and we are simply experiencing it through the perspectives of different men that were present.

The historical accuracy of the movie is also incredible. I'm not much of a history buff myself, but based on little facts about the filming (such as Nolan filming with boats used in the actual Dunkirk evacuation) as well as the high praise for the film from a veteran who survived Dunkirk, I can say that this is one of the more accurate war films produced. Some people have disagreed with Nolan's depiction of the British soldiers, especially with their every man for himself mentality, but I think it just adds to the stakes and intensity that these men are experiencing.

My second viewing made me realize how perfectly this movie flows. We start with a couple minutes or so of calm, with a short prologue onscreen to explain the circumstances. As soon as the first shot is fired not long after, the film does not let up until the very end. The direction, acting, and score all come together to create an extremely suspenseful, on the edge of your seat experience. Every time there seems to be a moment of tranquility, something horrible happens. It's a tragic movie, but it does a terrific job of accurately depicting the horrors of war, even with the restrictions of a PG-13 rating. The choice by Nolan to tell the story from three different perspectives (land, sea, and air) is PURE genius. They act as self contained stories that occur over different lengths of time, from one week to one hour. They are separate for the most part but all cross over in the climax of the film, when the evacuation arrives. I've described this as the Pulp Fiction of war movies, which is a bit of a weird comparison, but is how I think of it due to the unconventional Out-of-order storytelling.

As aforementioned, the score by Hans Zimmer is a major factor in the suspense permeating this entire film. The majority of the score involves stringed instruments slowly rising in pitch as the sound of a ticking stopwatch or clock rattles continuously in the background. This is a genius way of doing a score, and not Zimmer's first time either. Quite a few of his other scores for Nolan have featured a ticking clock sound at some point, but not throughout the entire score as in this film. The ticking only stops at the exact moment in the end of the film when the men have the mental realization that they're finally home, and can finally relax. Zimmer also utilizes a sound illusion with the score. I'm not quite sure how it works, but somehow the score seems to always be getting higher and higher in pitch when in reality in never changes, but rather fluctuates back and forth. Long story short, the score is a major part of what makes this film such an experience.

Nolan's cinematography is godlike. I was constantly in awe at how he managed to pull off these bold shots, especially in all of the dogfight scenes that just felt so real (because they were really filmed in the air!). There are quite a few haunting wide shots that will stick in my mind for quite some time. Nolan constantly sets the bar for what a film can achieve and then constantly exceeds that bar. He is indisputably one of the best directors of all time due to his vision and ability to immerse the viewer in a variety of genres.

This movie is utterly flooring and terrifying. I definitely think it lost some of that when I rewatched in a regular theater the second time, which is why I recommend everyone to see this in IMAX. Not only is the screen much larger because this movie is filmed in IMAX, but the scope and quality of the sound is so much better. When planes came down to drop bombs, the screeching of their engines is some of the scariest sounds I've ever heard, and left my ears ringing. This truly does a terrific job of making the audience feel what those men felt as much as a movie can.

There's plenty more I could say about this movie, but the review is long enough as it is. I think this is an instant classic and one of the greatest war movies ever made. I think it will be timeless because of the overarching theme of anti-war and the incredible technical prowess that Nolan brought to the military film genre. In my opinion, this is the best film of 2017 (so far), and I will be utterly shocked if it does not at least receive that Oscar nomination (sound mixing too). This is a movie that must be seen in theaters. A true cinematic experience that will leave you reeling.","theatre, cobb",2017-07-26
2017-09-15,mother!,2017,https://boxd.it/k606v,4,,"<i>""GET OUT OF MY HOUSE!!""</i><i>
</i>
One of the best movies of 2017?  Yes.  Amazing performance from Jennifer Lawrence?  Yes, and everyone else too.  Insanely controversial subject material and execution by Aronofsky?  Hell yes.

This movie is a 2 hour long visual poem that begs to be analyzed and interpreted from a wide variety of viewpoints.  It's insane, disturbing, unforgiving, and provides a surprisingly relevant and accurate commentary on humanity (at least in my interpretation).

Go watch this movie and form your own opinion and interpretation.  The information above is more than enough, though I recommend that you should realize that the importance of this movie and its message relies entirely on what the characters and events represent rather than what you're actually seeing.  You will be confused, but trust me it'll pay off.","theatre, cobb",2017-09-14
2017-09-22,Kingsman: The Golden Circle,2017,https://boxd.it/kgrRX,2.5,,"Why was 60% of Colin Firth's role in this movie running from robot dogs that seem to target him and only him specifically?

This tried to amp things up that worked in the first film but flopped, a la <i>Guardians of the Galaxy 2,</i> but worse, in my opinion.

It still has its moments but is extremely predictable and the action felt very meh for the most part.  What made the first one so great was its unpredictable yet familiar nature as well as the pretty incredible and uniquely stylistic action, like the unforgettable church scene.  There's nothing like that in the sequel.

It lost a lot of its intelligence in my opinion but it's still a fun time at the theater, I suppose.","theatre, cobb",2017-09-21
2017-10-19,Punch-Drunk Love,2002,https://boxd.it/kXeXf,4.5,,"<i>“I don’t know.”</i>

In the words of Zachary Ceranic (ceranicz2), this movie is the most accurate representation of anxiety put to screen (at least from what I’ve seen).

This almost makes me resent Adam Sandler, because if he’s capable of such brilliance, why does he allow the vast majority of his work to be mindless stupidity?

The score and camerawork capture the anxiety of Barry and in unique and impressive ways.  The plot is incredibly simple and barebones, which I’ve come to find as I watch more and more films usually tends to be a strong point.  Despite its simplicity there is an extremely satisfying beginning, middle, and end, and nothing is predictable.  It’s a quirky film but it’s a brilliant one that hits you in the feels.

Seriously though this is so good at depicting anxiety.  A couple of the scenes from this movie stand out to me as some of the most uncomfortably overwhelming scenes I’ve ever seen, there’s such a sensory overload and chaos in the images and characters and score that it becomes hard to watch, but yet so intriguing as it offers a glimpse into humanity in a way that could only be done through film.","home, blu-ray",2017-10-18
2017-11-13,La La Land,2016,https://boxd.it/lArtF,5,Yes,"<i>“I guess I’ll see you in the movies.”</i>

This was the fifth time I’ve watched <i>La La Land,</i> and it was a time I’ll never forget. I had the awesome opportunity to go to a screening at the Mahaffey Theatre in St. Petersburg, FL, at which the movie was projected onto a perfectly sized screen above a full symphony orchestra which played everything from the large musical numbers to the ambient music in normal scenes.

This was the most incredible filmwatching experience I’ve ever had, and I don’t see that changing anytime soon. The music was literally brought to life in a way that just can’t be replicated otherwise. That combined with the absolute visual feast that is <i>La La Land</i> was almost overwhelming for my unworthy senses. The cherry on top was the use of dynamic spotlights cast on the orchestra, changing tones to match those in the movie. It all melded together so perfectly into a sensory explosion; I couldn’t have been more impressed. 

This screening solidifies <i>La La Land</i> as one of my favorite movies of all time and further confirms that it contains perhaps the best musical score of all time.",other,2017-11-12
2017-11-24,Lady Bird,2017,https://boxd.it/lS0S5,4.5,,"<i>“I want you to be the very best version of yourself </i><i>that you can be.”</i>
<i>“What if this is the best version?”</i>

<i>Lady Bird</i>.  It’s hilarious, it’s heart-wrenching, it’s uplifting, it’s unforgivingly honest, it’s life. This is how you do a coming-of-age drama. So many subplots occur with no true main plot streamlining them all other than the act of simply getting by through life, in exactly the same way that real life operates. I found many aspects of this movie incredibly relatable, and a large chunk of it is exclusive to young women so I can only imagine that adolescent and older women alike would love this movie even moreso than myself. The acting is impeccable across the board, the score is great, and it’s just an engaging, perfectly-lengthed glimpse into the life of a 17-year old girl growing up in Sacramento and dealing with her personal struggles with Catholicism, family, and all the other struggles that come with the transition to adulthood. With the main character of Lady Bird also comes the perspectives and respective struggles of all those around her, which makes this one of those movies that is just a really fascinating and honest look at humanity as a whole. I love this movie and it may very well be the best movie of the year.

Furthermore, I feel like a lot of people are going to overlook how truly unique this movie is.  The focus on the mother-daughter relationship in this film is not like anything I’ve seen before; perhaps it is similar to other films in ways, but for the most part it is different enough to be very refreshing.  The handling of religion is also refreshing in that it’s not posed as an extreme negative as most movies would portray a Catholic school, but rather just another part of life that Lady Bird has to deal with.  In that way it allows the viewer to truly immerse his or herself into the characters and their lives, a rare feat that is only accomplished by the best of films.  Very rarely do I wish the movie would keep going when the credits roll, and that happened to me here.","theatre, cobb",2017-11-23
2017-12-06,The Florida Project,2017,https://boxd.it/mdog7,4,,"<i>“I can always tell when an adult is about to cry.”</i>

I liked this movie a lot. The cinematography was incredible and the bright colors were beautiful, stellar acting from the child actors and adult actors alike, and a great story.  Growing up in Florida, I feel that this movie did a great job of capturing the essence of Florida even though it was in areas that I’m mostly unfamiliar with. It was so awesome to see Orange World and Twistee Treat and to hear Polk County get name-dropped in a movie (an A24 movie, no less!!)

I have a huge problem with the ending. I really don’t like it, the major tonal shift just makes no sense and I don’t care what people try to say about it being ambiguous or a dream sequence or blah blah, it was just silly and stupid. I was so invested in the characters and there was such a tense and emotional build up at the end, and then suddenly I’m just hit with this random and nonsensical ending.  Major flaw in my opinion.  The rest of the movie is so well-shot and written and acted that I can’t let the last couple of minutes have <i>too</i> much of an impact on the overall rating, so I think4 Stars is generous.

It’s pretty awesome that I got to be a part of a Q&A with the producer after the showing at Polk Theatre, and the little actor for Scooty showed up too!  I didn’t get to ask any questions of my own, which is upsetting, but I’m still glad I got to be there for that and hear some inside info on the making of the film.  I should have run up to Kevin Chinoy (producer) and kneeled at his feet while asking him to get me a job at A24.","theatre, polk",2017-12-05
2017-12-10,2001: A Space Odyssey,1968,https://boxd.it/mkc0l,5,,"This science-fiction epic just might provide a better glimpse into humanity than any character-driven story could.

Before watching this, all I’d really heard about it from others is that it was long and didn’t make any sense.  After the cut to black, however, I thought it made a whole lot more sense than most movies I’ve seen.  Perhaps those people are looking too far into it, because all the questions that need to be answered are answered, and those left unanswered are left so because they cannot be answered, and shouldn’t be.","home, blu-ray",2017-12-09
2017-12-15,Star Wars: The Last Jedi,2017,https://boxd.it/mteMf,3,,"<i>“This is not going to go the way you think!”</i>

You were right, Luke.  It didn’t.

I’m just gonna be straight up, I thought this movie was just pretty alright. Maybe my expectations were too high (they were astronomically high) but I just wasn’t a huge fan of this movie. Sure, there were quite a few curveballs so I was kept on my toes about what was gonna happen next, but that doesn’t automatically create a great movie. For every incredible moment, there were three times as many boring or stupid moments. I applaud the filmmakers for trying to be different, this movie was definitely bold to go in the direction it did with such beloved characters and properties that usually have a pretty strict set of rules surrounding them.

3 stars is so much lower than I expected to give this movie but I don’t think I can go any higher at the moment.  After reflecting on the movie I’ve realized there’s some pretty nice themes and parallels running throughout that somewhat save it from the failings, so that helps a little but not much. There’s quite a few epic moments as well and I think the fight scenes were pretty great across the board, but the supposed clever humor that everyone won’t shut up about was nowhere to be found. For the most part, the humor didn’t land for me, and felt like it detracted from what was going on.

It’s hard to really say anything else without spoiling because so much of this movie is kept under wraps (which I greatly appreciate). All in all I had a fun time watching it, it did some things I love and some things I didn’t so much, but it could have been much worse. I’ll have to watch it again in a few weeks to truly decide how I feel about this movie; as it stands, I think The Force Awakens was better and I’m hoping Episode IX will be much better with J.J. Abrams back at the helm.","theatre, cobb, imax",2017-12-14
2017-12-21,Whiplash,2013,https://boxd.it/mEygl,,,"It’s pretty insane how the final version of the first rehearsal scene ended up pretty much exactly the same as the short it was based on.  Almost shot for shot, and most of the lines are verbatim.  I don’t think J.K. Simmons was quite as good here in the parts where he is calm, but the angry screaming looks and sounds exactly the same as the film.  Just goes to show that Damien Chazelle had a solid vision and executed that vision exactly how he imagined it.",,2017-12-20
2017-12-30,A Glimpse Inside the Mind of Charles Swan III,2012,https://boxd.it/mXg0n,1.5,,"<b>The A24 Challenge - Film #1</b>

<i>“Hi, I’m Charlie Sheen, and I play Charles Swan!”</i>

An interesting concept, sure, executed in a terrible way. On numerous occasions the movie was just trying way too hard to be sentimental or something and that ended with it coming across as very cheap and stupid (and not in a self-aware manner, as the director seems to want you to think). People say that this is a shameless attempt at capturing Wes Andersen’s style, and I definitely see it. Roman Coppola doesn’t understand what makes Andersen great, instead opting to be wacky because... well, I don’t know, just for the sake of being wacky?  

A couple of scenes were genuinely decent, and Charlie Sheen was surprisingly bearable in the lead role, most likely because he’s basically playing a caricature of himself. Furthermore, Jason Schwartzmann did the best with what he was given and I can respect that. Bill Murray gave me a couple chuckles even though it was pretty obvious he was just there for the check. These reasons are enough to warrant a Star and a half, and I feel that is generous. If I’m lucky, I’ll never have to watch this movie again.","home, streaming",2017-12-17
2017-12-30,Ginger & Rosa,2012,https://boxd.it/mXgx7,2.5,,"<b>The A24 Challenge - Film #2</b>

<i>“...if I say it I’ll... I’ll explode!”</i>

This movie can be summed up with the simple sound, “meh.” Fairly mediocre across the board.It doesn’t  really offer anything new, with a plot that we’ve seen before and an unconvincing bond between the titular characters. There’s a great idea involving the main character’s feelings toward the Cuban Missile Crisis simply masking her feelings on another matter, but it is poorly realized and therefore feels pretty dumb.

I’d say the best part of this movie is Elle Fanning, who was pretty good and even great in a couple of scenes. Though the reason she stands out can probably be attributed more to the fact that she’s surrounded by nothing but mediocrity from her supporting actors.","home, streaming",2017-12-26
2017-12-30,Spring Breakers,2012,https://boxd.it/mXiaJ,3.5,,"<b>The A24 Challenge - Film #3</b>

<i>“Spring break... spring break... spring break fo’ever.”</i>

The second half of this movie is what earns the 3.5 Star. Everything leading up to the introduction of Alien felt like a mess of graphic nudity that only worked if you viewed it as a satire of the “spring break” culture. Even after Alien arrives the movie doesn’t amount to anything huge, but the beautiful visuals and cinematography make up for the fairly superficial story. The piano montage is the standout of this film, employing the tried-and-true “let’s play music over a violent scene that doesn’t match what’s happening at all!!”, but for whatever reason it works here, and well.

This movie is definitely not what it seems, but the major flaw is that you have to get about 40 minutes into the movie before it starts to shine. And for most people, they’re already long gone by then, and I can’t blame them.","home, streaming",2017-12-27
2018-01-02,The Greatest Showman,2017,https://boxd.it/n7VMd,2,,"<i>“SO TELL ME DO YOU WANNA GO”</i>

This movie can best be described as a dog turd covered in many layers of colorful paint and sparkles that, for most viewers, will hide the fact that it is still indeed a dog turd.

I can acknowledge and admire the work that went into the elaborate musical numbers, with some pretty impressive choreography at times and explosions of color, but that doesn’t mean I liked them.  The stuff shoved in between the almost <i>too</i> elaborate musical numbers was boring and cliché drama sprinkled with some heavy-handed social commentary.  One line in particular near the end had me cringing, not only because of how forced the “progressive” idea felt, but how incredibly inaccurate it was for a character in this setting to be saying things that came straight out of a social justice warrior’s review for this movie.

The supposed-to-be-powerful “This is Me” number about self-empowerment is ruined if you simply think logically for one second, as the only reason anyone came to these shows of oddities was to marvel in shock and awe at these freaks of nature; stay true to yourself and you will be empowered, even though the only reason everyone is paying to be here is to point and laugh at you!

I really liked the opening sequence, and it may have been the best part of the movie for me.  It pretty much just went downhill and never went back up the whole time.  The entire experience is ruined if you reflect even for a moment on the true history and nature of P.T. Barnum, which causes you to realize that this is not how any of the true events happened.  This is some pretty run-of-the-mill fodder that I think most will enjoy but even the glassy-eyed moviegoer will see some of its flaws.","theatre, cobb",2018-01-01
2018-01-04,The Bling Ring,2013,https://boxd.it/ncMJp,2,,"<b>The A24 Challenge - Film #4</b>

<i>“I wanna rob.”</i>

This movie is kinda interesting in that it’s based on real events, but there’s not much else that appealed to me.  It was mostly a bore and it felt really repetitive with every break-in pretty much the same as the last.  The acting was always at least decent and the cinematography was good, but the writing felt stale a lot of times and even messy.  The subject material that Sofia Coppola based this off of was pretty barebones, which explains why it feels like it drags on even in the short 90 minute runtime.  I also wish the movie had explored implications more instead of just relying on the singular commentary of the lifestyle of modern hedonistic teens for the entire movie.","home, streaming",2018-01-03
2018-01-07,The Spectacular Now,2013,https://boxd.it/nkzLX,3,,"<b>The A24 Challenge - Film #5</b>

<i>“You think this beauty's in some classroom or some textbook, and it's not. That's not what it's about. This right here. This is beautiful. All of this. That's all you need</i><b>.”</b>

What starts off as a predictable yet enjoyable teen romance flick shifts into something completely different in the second act.  This movie is not afraid to dive into some dark issues like family abandonment, alcoholism, and the lasting effects of these on children as they mature into adults.  The acting is great across the board but the two leads stand out the most.  Incredibly realistic dialogue and characters, great cinematography, great acting, and written in a way that it takes your expectations from a teen drama and subverts them.  What more can you ask for?  I have some issues with a certain climactic event that doesn’t seem to hold any real consequences when it <i>should</i>, as well as the strange pacing after the event.  Other than that, this is a fantastic movie about letting go of the past and living in the now (while still making sure to look ahead to your future).","home, streaming",2018-01-06
2018-01-08,Enemy,2013,https://boxd.it/nnvWN,4,Yes,"<b>The A24 Challenge - Film #6</b>

<i>“Chaos is order yet undeciphered.”</i>

I love this mind-bending psychological thriller, but it’s really hard to talk about any of it without giving things away.  Jake Gyllenhaal is incredible as always, and when his character discovers that he has a doppelgänger (also played by Gyllenhaal) he takes it upon himself to track this guy down.  This is a very metaphorical movie, so if you look at it from surface level only then it’s not going to make much sense.  It’s the kind of movie that makes you think by taking an original approach to storytelling, and it’s fantastic.  The acting, tight cinematography, score, and color grading of sandy yellow give the entire movie a very unique tone and a strong aura of suspense.  If you like a thriller mystery, then you’ll like this a lot; just don’t expect any straightforward answers by the end.  As the quote above states, the movie comes across as chaos at first, but order is there—you just need to find it.","home, blu-ray",2017-12-02
