Date,Name,Year,Letterboxd URI
2019-06-14,The Dead Don't Die,2019,https://boxd.it/juZg
2019-06-16,Can You Ever Forgive Me?,2018,https://boxd.it/e7x4
2019-06-27,Toy Story 4,2019,https://boxd.it/9ALu
2019-06-28,Anima,2019,https://boxd.it/mxuc
2019-06-28,Ralph Breaks the Internet,2018,https://boxd.it/edAy
2019-06-28,Laggies,2014,https://boxd.it/7aRC
2019-07-02,Spider-Man: Far from Home,2019,https://boxd.it/fegG
2019-07-03,Midsommar,2019,https://boxd.it/jhxe
2019-07-09,Black Swan,2010,https://boxd.it/Sw0
2019-07-14,The Last Black Man in San Francisco,2019,https://boxd.it/iWAw
2019-07-18,Stuber,2019,https://boxd.it/izHE
2019-07-19,A Most Violent Year,2014,https://boxd.it/75Va
2019-07-21,The Lion King,2019,https://boxd.it/eSjI
2019-07-24,The Art of Self-Defense,2019,https://boxd.it/hf5y
2019-07-26,Once Upon a Time… in Hollywood,2019,https://boxd.it/gH0O
2019-07-28,The Elephant Man,1980,https://boxd.it/27LQ
2019-07-29,The Alphabet,1969,https://boxd.it/Ssi
2019-07-29,8½,1963,https://boxd.it/2aqm
2019-07-29,Funny Games,1997,https://boxd.it/1WKM
2019-08-05,Top Gun,1986,https://boxd.it/29JC
2019-08-08,Jackie Brown,1997,https://boxd.it/2aVO
2019-08-12,The Beach Bum,2019,https://boxd.it/fH4O
2019-08-16,The Farewell,2019,https://boxd.it/kIky
2019-08-17,Blinded by the Light,2019,https://boxd.it/jrYO
2019-08-17,Cosmos Laundromat,2015,https://boxd.it/c9jE
2019-08-18,Invader ZIM: Enter the Florpus,2019,https://boxd.it/gXDM
2019-08-25,The Peanut Butter Falcon,2019,https://boxd.it/gzu2
2019-08-26,Ready or Not,2019,https://boxd.it/kOf0
2019-09-02,The King of Comedy,1982,https://boxd.it/2aJS
2019-09-06,It Chapter Two,2019,https://boxd.it/h10u
2019-09-08,Shutter Island,2010,https://boxd.it/1U82
2019-09-18,Hustlers,2019,https://boxd.it/jIBM
2019-09-20,Ad Astra,2019,https://boxd.it/ePzI
2019-09-30,Mulholland Drive,2001,https://boxd.it/297o
2019-10-04,Joker,2019,https://boxd.it/h4cS
2019-10-12,El Camino: A Breaking Bad Movie,2019,https://boxd.it/kv0q
2019-10-20,High Life,2018,https://boxd.it/d6bk
2019-10-25,Brothers,2015,https://boxd.it/dVNa
2019-10-26,The Lighthouse,2019,https://boxd.it/icFU
2019-10-28,Scary Stories to Tell in the Dark,2019,https://boxd.it/eJTW
2019-11-01,The Blair Witch Project,1999,https://boxd.it/26ua
2019-11-03,Raging Bull,1980,https://boxd.it/28yI
2019-11-09,Parasite,2019,https://boxd.it/hTha
2019-11-11,Doctor Sleep,2019,https://boxd.it/i5vI
2019-11-20,Jojo Rabbit,2019,https://boxd.it/iEBG
2019-11-22,Ford v Ferrari,2019,https://boxd.it/ce74
2019-11-23,Knives Out,2019,https://boxd.it/jWEA
2019-11-30,The Irishman,2019,https://boxd.it/dYOq
2019-12-01,Mean Streets,1973,https://boxd.it/2aSU
2019-12-06,The Report,2019,https://boxd.it/j2X2
2019-12-07,Honey Boy,2019,https://boxd.it/ixvm
2019-12-08,Marriage Story,2019,https://boxd.it/hJAw
2019-12-09,A Beautiful Day in the Neighborhood,2019,https://boxd.it/i7vA
2019-12-11,The Meyerowitz Stories (New and Selected),2017,https://boxd.it/dSp0
2019-12-12,Akira,1988,https://boxd.it/2b1i
2019-12-16,Richard Jewell,2019,https://boxd.it/99Mg
2019-12-20,Star Wars: The Rise of Skywalker,2019,https://boxd.it/5xlK
2019-12-26,Uncut Gems,2019,https://boxd.it/gXGc
2020-01-07,Death Proof,2007,https://boxd.it/27GG
2020-01-12,Little Women,2019,https://boxd.it/aSVk
2020-01-13,Rosemary's Baby,1968,https://boxd.it/29zM
2020-01-17,Goldman v Silverman,2020,https://boxd.it/oIV8
2020-01-19,1917,2019,https://boxd.it/jj4y
2020-01-21,The Master,2012,https://boxd.it/2cBG
2020-02-09,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,https://boxd.it/hSyO
2020-02-13,Portrait of a Lady on Fire,2019,https://boxd.it/jkPq
2020-02-14,Blue Valentine,2010,https://boxd.it/MxG
2020-02-16,Water Lilies,2007,https://boxd.it/1VjK
2020-02-16,Sonic the Hedgehog,2020,https://boxd.it/gdK8
2020-02-18,Blow-Up,1966,https://boxd.it/2966
2020-02-21,La Haine,1995,https://boxd.it/2as8
2020-02-28,Shoplifters,2018,https://boxd.it/ifY6
2020-03-02,The Invisible Man,2020,https://boxd.it/kWlA
2020-03-12,Emma.,2020,https://boxd.it/kmg0
2020-03-17,Misery,1990,https://boxd.it/28gY
2020-03-20,Magnolia,1999,https://boxd.it/2aze
2020-03-30,The Seventh Seal,1957,https://boxd.it/2ahO
2020-04-05,Dogtooth,2009,https://boxd.it/158K
2020-04-07,The Cabin in the Woods,2011,https://boxd.it/1zOc
2020-04-11,Under the Silver Lake,2018,https://boxd.it/dSAs
2020-04-14,Being John Malkovich,1999,https://boxd.it/2ahu
2020-04-26,Bringing Out the Dead,1999,https://boxd.it/1ZZK
2020-05-07,The Piano Teacher,2001,https://boxd.it/2886
2020-05-11,Gerald's Game,2017,https://boxd.it/buKa
2020-05-12,Inside Llewyn Davis,2013,https://boxd.it/34Ro
2020-05-14,The Grand Budapest Hotel,2014,https://boxd.it/3ZqO
2020-05-15,Rope,1948,https://boxd.it/28yo
2020-05-16,The Nice Guys,2016,https://boxd.it/94Hg
2020-05-18,The Death of Dick Long,2019,https://boxd.it/kIoA
2020-05-20,(500) Days of Summer,2009,https://boxd.it/1EmM
2020-05-20,Taste of Cherry,1997,https://boxd.it/1m8W
2020-05-22,Children of Men,2006,https://boxd.it/1Y2i
2020-05-27,The Invitation,2015,https://boxd.it/9OUU
2020-05-31,Before Sunrise,1995,https://boxd.it/2bcU
2020-06-02,Before Sunset,2004,https://boxd.it/2bcg
2020-06-03,Before Midnight,2013,https://boxd.it/4ive
2020-06-04,The Wind Rises,2013,https://boxd.it/4JQS
2020-06-07,Kubo and the Two Strings,2016,https://boxd.it/a4wE
2020-06-09,13th,2016,https://boxd.it/elNg
2020-06-12,Twin Peaks,1989,https://boxd.it/g8pk
2020-06-12,The Handmaiden,2016,https://boxd.it/948A
2020-06-14,Da 5 Bloods,2020,https://boxd.it/lnXw
2020-06-16,Twin Peaks: Fire Walk with Me,1992,https://boxd.it/27Qw
2020-06-22,Twin Peaks: The Missing Pieces,2014,https://boxd.it/8NH4
2020-07-02,Twin Peaks: The Return,2017,https://boxd.it/hN9O
2020-07-05,Blue Velvet,1986,https://boxd.it/29BI
2020-07-05,Road Trip,2000,https://boxd.it/1Z4a
2020-07-06,WHAT DID JACK DO?,2017,https://boxd.it/jcWe
2020-07-10,Eraserhead,1977,https://boxd.it/299u
2020-07-18,Palm Springs,2020,https://boxd.it/lCXQ
2020-07-21,Shirley,2020,https://boxd.it/jY2o
2020-07-23,20th Century Women,2016,https://boxd.it/bqU6
2020-07-25,Cam,2018,https://boxd.it/iWvG
2020-08-03,The Evil Dead,1981,https://boxd.it/29Go
2020-08-11,The Babysitter,2017,https://boxd.it/eP1w
2020-08-25,Spirited Away,2001,https://boxd.it/2b4m
2020-08-26,Them That Follow,2019,https://boxd.it/hvwg
2020-08-27,At Eternity's Gate,2018,https://boxd.it/hI40
2020-09-02,Candyman,1992,https://boxd.it/1Ys6
2020-09-02,Tenet,2020,https://boxd.it/leq4
2020-09-04,The Immigrant,1917,https://boxd.it/Kcm
2020-09-04,The Boat,1921,https://boxd.it/D12
2020-09-04,A Woman,1915,https://boxd.it/wDy
2020-09-08,"Synecdoche, New York",2008,https://boxd.it/23zw
2020-09-13,The Story of a Cheat,1936,https://boxd.it/374
2020-09-14,I'm Thinking of Ending Things,2020,https://boxd.it/i4IQ
2020-09-16,The New Mutants,2020,https://boxd.it/bjle
2020-09-18,The Personal History of David Copperfield,2019,https://boxd.it/iTAS
2020-09-21,The Exorcist,1973,https://boxd.it/1Yoo
2020-09-22,The Fountain,2006,https://boxd.it/28RU
2020-09-24,Four Bags Full,1956,https://boxd.it/1Fx2
2020-09-26,Don't Look Now: We're Being Shot At,1966,https://boxd.it/20oq
2020-10-03,Bill & Ted Face the Music,2020,https://boxd.it/i7BI
2020-10-08,Monsieur Hulot's Holiday,1953,https://boxd.it/29E8
2020-10-08,The Purge,2013,https://boxd.it/4Xg0
2020-10-09,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,https://boxd.it/2agQ
2020-10-10,The Mad Adventures of Rabbi Jacob,1973,https://boxd.it/29H2
2020-10-13,Killer Klowns from Outer Space,1988,https://boxd.it/1Kpi
2020-10-17,The African Doctor,2016,https://boxd.it/dLRG
2020-10-18,Little Shop of Horrors,1986,https://boxd.it/1Vqm
2020-10-22,The Thing,1982,https://boxd.it/294O
2020-10-24,La Cage aux Folles,1978,https://boxd.it/24g6
2020-10-27,Borat Subsequent Moviefilm,2020,https://boxd.it/rNS0
2020-10-29,Boys State,2020,https://boxd.it/oiNW
2020-10-31,Slack Bay,2016,https://boxd.it/cTOI
2020-11-05,Blood Simple,1984,https://boxd.it/1U16
2020-11-07,2 Days in Paris,2007,https://boxd.it/2828
2020-11-12,"Paris, Texas",1984,https://boxd.it/29Ts
2020-11-20,After Hours,1985,https://boxd.it/1VfS
2020-11-21,French Twist,1995,https://boxd.it/24gq
2020-11-21,Family Resemblances,1996,https://boxd.it/1NF4
2020-11-24,Come and See,1985,https://boxd.it/1w9q
2020-11-27,Twelve Monkeys,1995,https://boxd.it/2beQ
2020-11-28,Dog Day Afternoon,1975,https://boxd.it/29bg
2020-11-30,An American Werewolf in London,1981,https://boxd.it/29yk
2020-11-30,Persona,1966,https://boxd.it/29B4
2020-12-01,Welcome to the Sticks,2008,https://boxd.it/20si
2020-12-04,OPAL,2020,https://boxd.it/suy8
2020-12-05,He Even Has Your Eyes,2016,https://boxd.it/dYHE
2020-12-05,Evil Dead II,1987,https://boxd.it/29Ge
2020-12-13,Cape Fear,1991,https://boxd.it/28vu
2020-12-20,"They Shoot Horses, Don't They?",1969,https://boxd.it/1q9u
2020-12-22,Shrek,2001,https://boxd.it/29zi
2020-12-23,Lost Highway,1997,https://boxd.it/29Wc
2020-12-27,The Wolf of Wall Street,2013,https://boxd.it/3C1m
2021-01-02,Inland Empire,2006,https://boxd.it/28d6
2021-01-04,Soul,2020,https://boxd.it/ioLA
2021-01-06,My Dinner with Andre,1981,https://boxd.it/1vLe
2021-01-08,Promising Young Woman,2020,https://boxd.it/loRE
2021-01-13,Grave of the Fireflies,1988,https://boxd.it/1RUM
2021-01-20,Sound of Metal,2019,https://boxd.it/i7Q4
2021-01-23,Lost in Translation,2003,https://boxd.it/2b0E
2021-01-24,Boogie Nights,1997,https://boxd.it/23um
2021-01-30,Hellraiser,1987,https://boxd.it/1Zpi
2021-02-10,Prisoners of the Ghostland,2021,https://boxd.it/j0NY
2021-02-13,The Straight Story,1999,https://boxd.it/2ass
2021-02-14,Judas and the Black Messiah,2021,https://boxd.it/lsew
2021-02-16,A Goofy Movie,1995,https://boxd.it/1Lwu
2021-02-17,Casino,1995,https://boxd.it/2ads
2021-02-20,The Fly,1986,https://boxd.it/1YIe
2021-02-24,Mad Max: Fury Road,2015,https://boxd.it/2DjO
2021-02-27,Monster,2003,https://boxd.it/2afy
2021-03-02,Upgrade,2018,https://boxd.it/i4gW
2021-03-03,Wild at Heart,1990,https://boxd.it/2aii
2021-03-09,Showgirls,1995,https://boxd.it/1Vmk
2021-03-11,Waves,2019,https://boxd.it/jpmy
2021-03-24,Zack Snyder's Justice League,2021,https://boxd.it/tLOk
2021-03-29,Training Day,2001,https://boxd.it/27A4
2021-04-17,Minari,2020,https://boxd.it/mL9M
2021-04-18,Bad Trip,2021,https://boxd.it/lgRG
2021-04-21,School of Rock,2003,https://boxd.it/28xK
2021-04-28,Re-Animator,1985,https://boxd.it/28hM
2021-05-04,Nobody,2021,https://boxd.it/mLqS
2021-05-06,Nomadland,2020,https://boxd.it/lnRy
2021-05-11,The Skin I Live In,2011,https://boxd.it/99A
2021-05-16,Saint Maud,2019,https://boxd.it/l8QA
2021-05-22,Mortal Kombat,2021,https://boxd.it/gswA
2021-06-02,The Doom Generation,1995,https://boxd.it/1PVe
2021-06-03,Bo Burnham: Inside,2021,https://boxd.it/v2uy
2021-06-13,Stalker,1979,https://boxd.it/28PO
2021-06-25,A Quiet Place Part II,2020,https://boxd.it/iTx0
2021-06-30,Cruella,2021,https://boxd.it/bbKg
2021-07-01,Zola,2020,https://boxd.it/jEWQ
2021-07-13,Black Widow,2021,https://boxd.it/hWV8
2021-07-16,Pig,2021,https://boxd.it/nzoW
2021-07-25,Old,2021,https://boxd.it/npKI
2021-08-01,The Green Knight,2021,https://boxd.it/kuy2
2021-08-03,Caddyshack,1980,https://boxd.it/1SCO
2021-08-09,Dumb and Dumber,1994,https://boxd.it/206m
2021-08-16,The Suicide Squad,2021,https://boxd.it/fw6O
2021-08-18,Happy Together,1997,https://boxd.it/1Ha0
2021-08-23,Help!,1965,https://boxd.it/1NiE
2021-08-28,Candyman,2021,https://boxd.it/kHFg
2021-09-08,Hoodwinked!,2005,https://boxd.it/1UVS
2021-09-10,The Card Counter,2021,https://boxd.it/nTH0
2021-09-13,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/kLDI
2021-10-02,Venom: Let There Be Carnage,2021,https://boxd.it/llco
2021-10-03,Titane,2021,https://boxd.it/nlQC
2021-10-15,Halloween Kills,2021,https://boxd.it/mxzG
2021-10-22,Dune,1984,https://boxd.it/29tY
2021-10-23,Dune,2021,https://boxd.it/fA7G
2021-10-25,Fear,1996,https://boxd.it/1W0a
2021-10-26,A Nightmare on Elm Street,1984,https://boxd.it/2aw0
2021-10-28,Lamb,2021,https://boxd.it/tFwE
2021-10-29,The Rocky Horror Picture Show,1975,https://boxd.it/1a3q
2021-11-03,Last Night in Soho,2021,https://boxd.it/lbJC
2021-11-06,The French Dispatch,2021,https://boxd.it/jLP8
2021-11-14,Spencer,2021,https://boxd.it/qPMG
2021-11-20,Malignant,2021,https://boxd.it/mViE
2021-11-26,12 Angry Men,1957,https://boxd.it/2auI
2021-11-28,Koyaanisqatsi,1982,https://boxd.it/1U9E
2021-11-28,Ghostbusters: Afterlife,2021,https://boxd.it/f4Pw
2021-11-30,House of Gucci,2021,https://boxd.it/nVkC
2021-12-04,C'mon C'mon,2021,https://boxd.it/nrI0
